"id","item_name","short_description","item_tags","created_at"
"605","Diamodine blade parts Schematic","N/A","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"606","Diamondine Dust","A fabrication component found in loot.","[""Items.CraftedResources"",""LootTier.4"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"607","Directional Wind Turbine Schematic","Schematic for a Directional Wind Turbine","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"608","Dirk Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"609","Dirk1 Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"610","Dirk2 Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"611","Dismantled Scattergun","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"612","Double-sealed Stilltent","Stilltent that traps more moisture.","[""Items.Holsters.HydrationTools"",""LootTier.5"",""Rarity.Rare"",""Items.ExcludeFromLootSystem"",""Items.Holsters.Deployables"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"613","Double-sealed Stilltent Schematic","Stilltent that traps more mousture.","[""Items.Schematics.HydrationTools"",""LootTier.5"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"614","Dr. Kynes's Research Notes","A collection of notes on how to change a planet's nature and climate.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"615","Dragon Carrier Engine Schematic","Schematic for a high-speed carrier engine.","[""Items.Schematics.Deployables.VehicleBase.TransportOrniCHOAM"",""LootTier.6"",""Rarity.Rare"",""LootPool.3"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"616","Dresser","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"617","Drinking Glass","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"618","Drinking Glass 2","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"619","Dune Buggy Cockpit Schematic","Schematic for a Dune Buggy Cockpit","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"620","Dune Buggy PSU Schematic","Schematic for a Dune Buggy Power Supply Unit","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"621","Dune Buggy Storage Schematic","Schematic for a Dune Buggy Storage","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"622","Duneman Heavy Boots","Heavy boots made from aluminum.","[""Items.Clothes.HeavyArmor.Feet"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"623","Duneman Heavy Gloves","Heavy hand armor made from aluminum.","[""Items.Clothes.HeavyArmor.Hands"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"624","Duneman Heavy Jacket","Heavy chest armor made from aluminum.","[""Items.Clothes.HeavyArmor.Torso"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"625","Duneman Heavy Mask","Heavy combat mask made from aluminum.","[""Items.Clothes.HeavyArmor.Head"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"626","Duneman Heavy Pants","Heavy leg armor made from aluminum.","[""Items.Clothes.HeavyArmor.Legs"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"627","Duneman Sandbike Scanner Mk2 Schematic","Schematic for a long range sandbike scanner tweaked for Arrakis.","[""Items.Schematics.Deployables.VehicleExtra.Sandbike"",""LootTier.2"",""Rarity.Rare"",""LootPool.3"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"628","Duneman Scout Boots","Light armor boots made from aluminum.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"629","Duneman Scout Gloves","Light armor gloves made from aluminum.","[""Items.Clothes.ScoutArmor.Hands"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"630","Duneman Scout Helmet","Light armor helmet made from aluminum.","[""Items.Clothes.ScoutArmor.Head"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"631","Duneman Scout Jacket","Light armor top made from aluminum.","[""Items.Clothes.ScoutArmor.Torso"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"632","Duneman Scout Pants","Light armor leggings made from aluminum.","[""Items.Clothes.ScoutArmor.Legs"",""LootTier.4"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"633","Dunewatcher","An assassin's rifle that fires poisonous darts at long range.","[""Items.Holsters.RangedWeapons.Light.Rifle.SpitDart"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"634","Dunewatcher Schematic","Schematic for an assassin's rifle that fires poisonous darts at long range.","[""Items.Schematics.RangedWeapons.Light.Rifle"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"635","Durable Micro-sandwich Fabric","A Fremen component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"636","Duraluminum Ingot","Refined Duraluminum used in fabrication.","[""Items.RefinedResources.Metal"",""LootTier.5""]","2026-02-25 21:38:24.494667+00"
"637","Ecological Lexicon of Arrakis","Written by P. Kynes, Imperial Planetologist","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"638","Efficient EMF Generator","A Fremen component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"639","Efficient Mechanical Parts","A Great House component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"640","Efficient Micro-sandwich Fabric","A Fremen component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"641","Efficient Particle Capacitor","An Old Imperial component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"642","Efficient Plasteel Microflora Fiber","A Great House component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"643","Efficient Servoks","An Old Imperial component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"644","Elacca Ash","A pile of ash from burnt Elacca wood.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"645","Elacca Ash","A pile of ash from Elacca Wood","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"646","Electronics Delivery","","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"647","Elephant Gun 1.5x Sight Schematic","1.5x sight for Elephant Gun","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"648","Elephant Gun Combat Sight Schematic","Combat sight for Elephant Gun","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"649","Elephant Gun Explosive Gel Schematic","Weapon Barrel Mod","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"650","Elephant Gun Firing Charger Schematic","Firing charger for the Elephant Gun","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"651","Elephant Gun Quick Loader Schematic","Quick loader for the Elephant Gun","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"652","EMF Generator","A Fremen component used in fabrication.","[""Items.CraftedResources"",""LootTier.1"",""Loot.Fremen""]","2026-02-25 21:38:24.494667+00"
"653","Enhanced EMF Generator","A Fremen component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"654","Enhanced Gun Parts","A fabrication component found in loot","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"655","Enhanced Mechanical Parts","A Great House component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"656","Enhanced Micro-sandwich Fabric","A Fremen component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"657","Enhanced Particle Capacitor","An Old Imperial component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"658","Enhanced Plasteel Microflora Fiber","A Great House component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"659","Enhanced Servoks","An Old Imperial component used in fabrication","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"660","Entrepreneur Casual Gloves","Gloves favored by smugglers on Arrakis.","[""Items.Clothes.Social.Hands""]","2026-02-25 21:38:24.494667+00"
"661","Entrepreneur Casual Pants","Pants favored by smugglers on Arrakis.","[""Items.Clothes.Social.Legs""]","2026-02-25 21:38:24.494667+00"
"662","Entrepreneur Casual Shirt","Shirt favored by smugglers on Arrakis.","[""Items.Clothes.Social.Torso""]","2026-02-25 21:38:24.494667+00"
"663","Entrepreneur Casual Shoes","Shoes favored by smugglers on Arrakis.","[""Items.Clothes.Social.Feet""]","2026-02-25 21:38:24.494667+00"
"664","EntrepreneurCasual Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"665","Erythrite Crystal","Crystal from Erythrite deposits.","[""Items.RawResources.Support"",""LootTier.3""]","2026-02-25 21:38:24.494667+00"
"666","Eviscerator","A modified scattergun that converts darts to shrapnel.","[""Items.Holsters.RangedWeapons.Light.Shotgun"",""LootTier.4"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"667","Eviscerator Schematic","Schematic for a modified scattergun that converts darts to shrapnel.","[""Items.Schematics.RangedWeapons.Light.Shotgun"",""LootTier.4"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"668","Execution Order","","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"669","Executor's Boots","A pair of boots designed for CHOAM executors.","[""Items.Clothes.HeavyArmor.Feet"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"670","Executor's Boots Schematic","Schematic for a pair of boots designed for CHOAM executors.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"671","Executor's Chestpiece","A chestpiece designed for CHOAM executors.","[""Items.Clothes.HeavyArmor.Torso"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"672","Executor's Chestpiece Schematic","Schematic for a chestpiece designed for CHOAM executors.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"673","Executor's Gauntlets","A pair of gauntlets designed for CHOAM executors.","[""Items.Clothes.HeavyArmor.Hands"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"674","Executor's Gauntlets Schematic","Schematic for a pair of gauntlets designed for CHOAM executors.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"675","Executor's Helmet","A helmet designed for CHOAM executors.","[""Items.Clothes.HeavyArmor.Head"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"676","Executor's Helmet Schematic","Schematic for a helmet designed for CHOAM executors.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"677","Executor's Pants","A pair of pants designed for CHOAM executors.","[""Items.Clothes.HeavyArmor.Legs"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"678","Executor's Pants Schematic","Schematic for a pair of pants designed for CHOAM executors.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"679","Experimental Missile Component","Parts of a new type of missile.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"680","Experimental Vulcan GAU-94","A Vulcan gun with expanded dart capacity â€” not yet market ready.","[""Items.Holsters.RangedWeapons.Heavy.LMG"",""LootTier.4"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"681","Experimental Vulcan GAU-94 Schematic","Schematic for a Vulcan gun with expanded dart capacity - not yet market ready.","[""Items.Schematics.RangedWeapons.Heavy.Rifle"",""LootTier.4"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"682","Exsanguination Tool Schematic","Body fluid extration tool schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"683","Extravagant Message","A Vulcan gun with expanded dart capacity.","[""Items.Holsters.RangedWeapons.Heavy.LMG"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"684","Extravagant Message Schematic","Schematic for a Vulcan gun with expanded dart capacity.","[""Items.Schematics.RangedWeapons.Heavy.Rifle"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"685","Falsified Communication Log","Falsified Communication Log","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"686","Feyd's Drinker","An exsanguinating kindjal popularized by Feyd-Rautha Harkonnen.","[""Items.Holsters.MeleeWeapons.Knife.Kindjal"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"687","Feyd's Drinker Schematic","Schematic for an exasanguinating popularized by Feyd-Rautha Harkonnen.","[""Items.Schematics.MeleeWeapons.Knife"",""LootTier.6"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"688","Feyd's Take-Down Blade","A poison blade.","[""Items.Holsters.MeleeWeapons.Knife.Dirk"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Rarity.Memento""]","2026-02-25 21:38:24.494667+00"
